RUT	DV	VIGENCIA	FECHA	TIPO_DIRECCION	CALLE	NUMERO	BLOQUE	DEPARTAMENTO	VILLA_POBLACION	CIUDAD	COMUNA	REGION
53243680	K	N	1999-10-15	SUCURSAL	LOTE 2 EL NARANJAL				CALLEJONES	NANCAGUA	NANCAGUA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53243800	4	S	2000-10-02	SUCURSAL	EL ROBLE CHACAYAL NORTE	S/N			ROL 1531-119	LOS ANGELES	LOS ANGELES	VIII REGION DEL BIO BIO
53243880	2	S	1998-05-11	SUCURSAL	CACIQUE JANEQUEO	10298			STA LAURA	STGO	EL BOSQUE	XIII REGION METROPOLITANA
53244120	K	S	2000-03-07	SUCURSAL	LOTE	20			CERRO MANANTIALES	MELIPILLA	MELIPILLA	XIII REGION METROPOLITANA
53244150	1	N	2000-10-27	SUCURSAL	AVDA. EL SALTO	5450			HUECHURABA	SANTIAGO	HUECHURABA	XIII REGION METROPOLITANA
53244290	7	S	2005-03-18	SUCURSAL	VIÃA 850, COMAVIDA	S/N			COMAVIDA	SAN JAVIER	SAN JAVIER	VII REGION DEL MAULE
53244470	5	S	2012-10-29	SUCURSAL	LOS TILOS      PARCELA	4			SOMBRA DEL ROMERAL	HIJUELAS	HIJUELAS	V REGION VALPARAISO
53244470	5	N	1998-01-08	SUCURSAL	LOS TILOS      PARCELA	4			SOMBRA DEL ROMERAL	HIJUELAS	LA CALERA	V REGION VALPARAISO
53244490	K	S	1998-03-13	SUCURSAL	PISAGUA	196				CHIMBARONGO	CHIMBARONGO	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53244530	2	S	1998-01-06	SUCURSAL	PARC.LA AGUADA				VILLA PRAT-132/11		SAGRADA FAMILIA	VII REGION DEL MAULE
53244580	9	S	2005-12-07	SUCURSAL	FUNDO TUTUCURA	S/N				PENCAHUE	PENCAHUE	VII REGION DEL MAULE
53244580	9	S	2005-12-07	SUCURSAL	SANTA EULALIA SAN DANIEL	S/N			ROL 3717-037	TALCA	TALCA	VII REGION DEL MAULE
53244900	6	S	2000-03-20	SUCURSAL	CASAS CHICAS DE QUILPUE	ST.9			309-16	SAN FELIPE	SAN FELIPE	V REGION VALPARAISO
53244900	6	S	2000-02-16	SUCURSAL	LA TROYA	S/N			311-15	SAN FELIPE	SAN FELIPE	V REGION VALPARAISO
53244900	6	S	2000-02-16	SUCURSAL	SALVADOR GALLARDO	S/N			412-14	SAN FELIPE	SAN FELIPE	V REGION VALPARAISO
53244950	2	S	1999-12-01	SUCURSAL	VALLE DE AZAPA	KM8	LOTE 6	PARC	21	ARICA	ARICA	XV REGION ARICA Y PARINACOTA
53245100	0	S	1998-02-18	SUCURSAL	HIJUELA LA SEGUNDA E				KM. 20 C. POCILLAS	CAUQUENES	CAUQUENES	VII REGION DEL MAULE
53245210	4	S	1998-12-07	SUCURSAL	FUNDO LAUTARO	S/N				MAFIL	VALDIVIA	XIV REGION DE LOS RIOS
53245300	3	S	1998-06-16	SUCURSAL	PJE	6	MZ/L	ST 23	GUANAQUEROS		COQUIMBO	IV REGION COQUIMBO
53245380	1	N	2007-05-02	SUCURSAL	PC.20. FLOR DE LA CANA	S.N				LINARES	LONGAVI	VII REGION DEL MAULE
53245380	1	S	2004-09-22	SUCURSAL	PC.26 FLOR DE LA CANA				ROL. 195-64	LINARES	LONGAVI	VII REGION DEL MAULE
53245390	9	S	1998-03-01	SUCURSAL	PREDIO LAS TOSCAS				MELOZAL	SAN JAVIER	SAN JAVIER	VII REGION DEL MAULE
53245450	6	S	2001-08-16	SUCURSAL	CURACO, PARCELA	9-B				LEBU	LEBU	VIII REGION DEL BIO BIO
53245570	7	S	1998-07-15	SUCURSAL	HIJUELA	10			COIRON		SALAMANCA	IV REGION COQUIMBO
53245580	4	S	1997-10-10	SUCURSAL	LAS BANDURRIAS PARCELA	28			SECTOR LO CALVO	SAN ESTEBAN	SAN ESTEBAN	V REGION VALPARAISO
53245710	6	S	2002-09-16	SUCURSAL	SECTOR HUICHAMILLA				FUNDO POZUELO	MAULLIN	MAULLIN	X REGION LOS LAGOS
53245910	9	S	1993-01-01	SUCURSAL	FDO STA TRINIDAD					PANGUIPULLI	PANGUIPULLI	XIV REGION DE LOS RIOS
53246110	3	S	1999-02-24	SUCURSAL	PAR. 03				LOS GUINDOS	MELIPILLA	MELIPILLA	XIII REGION METROPOLITANA
53246110	3	S	1999-02-24	SUCURSAL	PARC. 10				LOS GUINDOS	MELIPILLA	MELIPILLA	XIII REGION METROPOLITANA
53246330	0	N	1998-12-31	SUCURSAL	CHACABUCO	2610				VALPARAISO	VALPARAISO	V REGION VALPARAISO
53246330	0	S	2012-09-07	SUCURSAL	MIRAFLORES	462	B		CHORRILLOS	VINA DEL MAR	VINA DEL MAR	V REGION VALPARAISO
53246680	6	S	2005-10-04	SUCURSAL	FUNDO EL CARMEN				CAMINO REAL	SAN FERNANDO	SAN FERNANDO	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53246680	6	S	2005-10-04	SUCURSAL	FUNDO EL HUAPE				TALCAREHUE	SAN FERNANDO	SAN FERNANDO	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53246680	6	S	1998-11-01	SUCURSAL	LOTE	7			CAMINO REAL	SAN FERNANDO	SAN FERNANDO	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53246690	3	S	1998-05-12	SUCURSAL	PICHIHUEDQUI				ROL 547-211	CAUQUENES	CAUQUENES	VII REGION DEL MAULE
53246690	3	S	1998-05-12	SUCURSAL	PICHIHUEDQUI				ROL 547-328	CAUQUENES	CAUQUENES	VII REGION DEL MAULE
53246690	3	S	1998-05-12	SUCURSAL	PICHIHUEDQUI				ROL 547-378	CAUQUENES	CAUQUENES	VII REGION DEL MAULE
53246690	3	S	1998-05-12	SUCURSAL	SAN MANUEL				ROL 547-225	CAUQUENES	CAUQUENES	VII REGION DEL MAULE
53246740	3	S	2000-03-01	SUCURSAL	COMAVIDA	S N			ROL 277,128	VIQA 856	SAN JAVIER	VII REGION DEL MAULE
53246940	6	S	1998-10-21	SUCURSAL	PARC.2 STA.MAGDALENA				LONTUE-627/181		MOLINA	VII REGION DEL MAULE
53247140	0	S	1998-10-09	SUCURSAL	LOS TILOS S/N				EL ROMERAL		HIJUELAS	V REGION VALPARAISO
53247500	7	S	1999-10-01	SUCURSAL	KM 115 RUTA 255				OAZY AARBOUR		SAN GREGORIO	XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA
53247580	5	S	1999-06-18	SUCURSAL	AV LA PALMILLA	3896			LA PALMILLA	SANTIAGO	CONCHALI	XIII REGION METROPOLITANA
53247670	4	S	2000-01-20	SUCURSAL	GARCIA REYES	S/N				CHIMBARONGO	CHIMBARONGO	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53248020	5	S	1999-10-19	SUCURSAL	FERIAS LIBRES LIBERTAD				/FERNANDO ALBANO	SAN RAMON	SAN RAMON	XIII REGION METROPOLITANA
53248020	5	S	1999-03-09	SUCURSAL	FERIAS LIBRESAVDA.MAYO				FERNANDEZ ALBANO	SANTIAGO	SAN RAMON	XIII REGION METROPOLITANA
53248020	5	S	1998-10-13	SUCURSAL	VICTORIA	8661	PDRO.	23	GRAN AVENIDA	SANTIAGO	LA CISTERNA	XIII REGION METROPOLITANA
53248080	9	N	1998-12-07	SUCURSAL	MANUEL MONTT	25,A				PICHILEMU	PICHILEMU	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53248100	7	S	1999-01-08	SUCURSAL	MIRIAM CONCHA	875				LOS ANGELES	LOS ANGELES	VIII REGION DEL BIO BIO
53248140	6	S	2000-08-17	SUCURSAL	BALMACEDA	229			POSTAL	PUNTA ARENAS	PUNTA ARENAS	XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA
53248200	3	S	1998-11-23	SUCURSAL	PARCELA	29			SAN JOSE LOS LINGUES	SAN FERNANDO	SAN FERNANDO	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53248280	1	S	2000-04-17	SUCURSAL	FUNDO EL GUINDO	S/N			CAMINO PENCAHUE		TALCA	VII REGION DEL MAULE
53248280	1	S	2000-04-17	SUCURSAL	HIJ.A MAITENHUAPI				PP.LIBERTAD-8121/132		SAN RAFAEL	VII REGION DEL MAULE
53248280	1	N	2000-04-17	SUCURSAL	PARC.336 COL.MARIPOSA				ROL 172/440		SAN CLEMENTE	VII REGION DEL MAULE
53248320	4	S	1999-03-30	SUCURSAL	PARCELA LAS 4 CASA	S/N			ROL350-035	STGO	BUIN	XIII REGION METROPOLITANA
53248340	9	S	1999-03-17	SUCURSAL	TRANQUILLA 40 A						SALAMANCA	IV REGION COQUIMBO
53248390	5	S	1998-12-03	SUCURSAL	HIJ.B	S/N			STA.CONSUELO DE ALCA	NTARA	PAREDONES	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53248430	8	N	1999-01-02	SUCURSAL	PREDIO SAN JUAN				SECTOR CULENCO	CAUQUENES	CAUQUENES	VII REGION DEL MAULE
53248430	8	N	1999-01-02	SUCURSAL	PREDIO SAN MARCIAL					CAUQUENES	CAUQUENES	VII REGION DEL MAULE
53248460	K	S	1999-02-12	SUCURSAL	HIJUELA	26			C. DE LOS HUIEVOS	CAUQUENES	CAUQUENES	VII REGION DEL MAULE
53248460	K	S	1999-02-12	SUCURSAL	HIJUELA	36			CANCHA DE LOS HUEVOS	CAUQUENES	CAUQUENES	VII REGION DEL MAULE
53248460	K	S	1999-02-12	SUCURSAL	LA PALOMILLA				CORONEL DE MAULE	CAUQUENES	CAUQUENES	VII REGION DEL MAULE
53248500	2	S	2000-04-18	SUCURSAL	PREDIO DANQUILCO				CERRO NEGRO	QUILLON	QUILLON	XVI REGION DE ÑUBLE
53248500	2	S	2000-04-18	SUCURSAL	PREDIO EL GUINDO				CERRO NEGRO	QUILLON	QUILLON	XVI REGION DE ÑUBLE
53248500	2	S	2000-04-18	SUCURSAL	PREDIO HUACAMAL				CERRO NEGRO	QUILLON	QUILLON	XVI REGION DE ÑUBLE
53248500	2	S	2000-04-18	SUCURSAL	PREDIO LOS ALAMOS					QUILLON	QUILLON	XVI REGION DE ÑUBLE
53248500	2	S	2000-04-18	SUCURSAL	PREDIO LOS PINOS				CERRO NEGRO	QUILLON	QUILLON	XVI REGION DE ÑUBLE
53248560	6	S	1999-12-06	SUCURSAL	PARCELA	13			LOS GUINDOS	MELIPILLA	MELIPILLA	XIII REGION METROPOLITANA
53248560	6	S	1999-12-06	SUCURSAL	PARCELA DE CERRO	4			LOS GUINDOS	MELIPILLA	MELIPILLA	XIII REGION METROPOLITANA
53248700	5	S	1999-03-11	SUCURSAL	SECTOR LA GLORIA				LA LECHERIA	PARRAL	PARRAL	VII REGION DEL MAULE
53248720	K	S	2000-04-19	SUCURSAL	HIJUELA	7			COIRON		SALAMANCA	IV REGION COQUIMBO
53248730	7	S	2000-04-20	SUCURSAL	PARCELA	95 A			TRANQUILLA		SALAMANCA	IV REGION COQUIMBO
53248810	9	S	2007-03-13	SUCURSAL	HIJUELA DOS	LOTE	DOS		FUNDO STA. MICAELA	CASA BLANCA	CASABLANCA	V REGION VALPARAISO
53249180	0	S	1999-04-09	SUCURSAL	ISLA MAULE				ROL BS.RS. 163	007	YERBAS BUENAS	VII REGION DEL MAULE
53249180	0	S	1999-04-09	SUCURSAL	ISLA MAULE				ROL BS.RS.162		YERBAS BUENAS	VII REGION DEL MAULE
53249280	7	S	1999-01-01	SUCURSAL	FDO. EL ALAMO HIJ.5				CANCHA RAYADA	FRUTILLAR	FRUTILLAR	X REGION LOS LAGOS
53249340	4	S	2000-04-10	SUCURSAL	MIRAFLORES	686		501		STGO	SANTIAGO	XIII REGION METROPOLITANA
53249500	8	S	1999-03-25	SUCURSAL	PARC. 62 PROYEC. PARCEL.				LOS ROBLES	RETIRO	RETIRO	VII REGION DEL MAULE
53249500	8	S	1999-03-25	SUCURSAL	PARC. 63 PROYEC PARC. LO+				ROBLES	RETIRO	RETIRO	VII REGION DEL MAULE
53249500	8	S	2005-10-20	SUCURSAL	PARCELA 93 SANTA INES					RETIRO	RETIRO	VII REGION DEL MAULE
53249780	9	S	1999-05-07	SUCURSAL	LAS MARGARITAS				SECT MELOZAL 277-74	SN JAVIER	SAN JAVIER	VII REGION DEL MAULE
53249780	9	S	1999-05-07	SUCURSAL	LOS MAITENES				SECT MELOZAL	SN JAVIER	SAN JAVIER	VII REGION DEL MAULE
53249780	9	S	1999-05-07	SUCURSAL	SANTA ELENA				SECT MELOZAL 277-97	SN JAVIER	SAN JAVIER	VII REGION DEL MAULE
53249890	2	S	2007-01-30	SUCURSAL	BUTALEMU	S/N			ROL N.202-46	LOS ALAMOS	LOS ALAMOS	VIII REGION DEL BIO BIO
53249890	2	S	2007-01-30	SUCURSAL	LA ZANJA	S/N			ROL N-220-26	LEBU	LEBU	VIII REGION DEL BIO BIO
53249890	2	S	2007-01-30	SUCURSAL	LAS RAICES	S/N			ROL N.216-01	LEBU	LEBU	VIII REGION DEL BIO BIO
53249890	2	S	2007-01-30	SUCURSAL	SAN LUIS	S/N			ROL N. 202-76	LOS ALAMOS	LOS ALAMOS	VIII REGION DEL BIO BIO
53250000	1	N	1999-05-01	SUCURSAL	LOS PLATANOS	S/N			PIGUCHEN	PUTAENDO	PUTAENDO	V REGION VALPARAISO
53250100	8	S	1999-05-07	SUCURSAL	BELEN					NIQUEN	NIQUEN	XVI REGION DE ÑUBLE
53250100	8	S	1999-05-07	SUCURSAL	MALLOCAVEN					NIQUEN	NIQUEN	XVI REGION DE ÑUBLE
53250320	5	S	1999-06-15	SUCURSAL	11 DE SEPTIEMBRE	367			ARTIFICIO	LA CALERA	LA CALERA	V REGION VALPARAISO
53250420	1	S	1999-06-01	SUCURSAL	RESERVA SANTA AMELIA					SAN CARLOS	SAN CARLOS	XVI REGION DE ÑUBLE
53250460	0	N	2000-11-17	SUCURSAL	CAMINO CHANCO KM 24	S/N				CAUQUENES	CAUQUENES	VII REGION DEL MAULE
53250460	0	S	2000-05-04	SUCURSAL	VECINAL	5375				STGO	SAN JOAQUIN	XIII REGION METROPOLITANA
53250670	0	S	2001-07-12	SUCURSAL	LOS AROMOS	PC.8			ROL 60-65	HIJUELAS	HIJUELAS	V REGION VALPARAISO
53250720	0	N	1999-06-22	SUCURSAL	PARC.EL NOGAL				VILUCO BAJO-78/17		TENO	VII REGION DEL MAULE
53250720	0	N	1999-06-22	SUCURSAL	VILUCO	S/N			ROL 78/15		TENO	VII REGION DEL MAULE
53250730	8	S	2000-11-23	SUCURSAL	PARCELA	21			LOS CERRILOS	RIO CLARO	RIO CLARO	VII REGION DEL MAULE
53250770	7	S	1999-07-01	SUCURSAL	FUNDO LOS PATOS				ROL 510-4	ARAUCO	ARAUCO	VIII REGION DEL BIO BIO
53251200	K	S	1999-08-02	SUCURSAL	HJLA 6 FUNDO LA PENA				TILAMA		LOS VILOS	IV REGION COQUIMBO
53251400	2	S	2005-07-11	SUCURSAL	SECTOR FOLILCO					MAFIL	MAFIL	XIV REGION DE LOS RIOS
53251500	9	S	1999-06-21	SUCURSAL	FDO LAS MASAS RESTO HIJ	3				SAN FELIPE	LLAY-LLAY	V REGION VALPARAISO
53251560	2	S	2007-11-02	SUCURSAL	AVDA. PDTE. E. FREI M.	1747		36 1/		SANTIAGO	INDEPENDENCIA	XIII REGION METROPOLITANA
53251590	4	S	1999-09-01	SUCURSAL	CHEPICAL	S/N				SANTA MARIA	SANTA MARIA	V REGION VALPARAISO
53251590	4	S	2000-03-01	SUCURSAL	MICHIMALONGO	S/N				SAN FELIPE	SAN FELIPE	V REGION VALPARAISO
53251640	4	S	1999-07-06	SUCURSAL	GUADALAO	LOTE 9				LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53251640	4	S	1999-07-06	SUCURSAL	GUADALAO LOTE 111					LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53251640	4	S	1999-07-06	SUCURSAL	GUADALAO LOTE 134					LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53251640	4	S	1999-07-06	SUCURSAL	GUADALAO LOTE 146					LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53251640	4	S	1999-07-06	SUCURSAL	GUADALAO LOTE 3-A					LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53251810	5	S	2000-05-18	SUCURSAL	PARC. 72				CHOROMBO ALTO	MARIA PINTO	MARIA PINTO	XIII REGION METROPOLITANA
53251890	3	S	1999-08-31	SUCURSAL	HIJUELA	14			LAS CARPAS		MONTE PATRIA	IV REGION COQUIMBO
53252040	1	S	1999-09-20	SUCURSAL	PARC.6 PP.LA LAGUNA				ROL 68/69		TENO	VII REGION DEL MAULE
53252100	9	S	2001-01-04	SUCURSAL	PARCELA	9			DANICALQUI- LOS AROS	PEMMUCO	PEMUCO	XVI REGION DE ÑUBLE
53252100	9	S	2001-01-04	SUCURSAL	PREDIO SAN ANTONIO				VEGAS DEL COIPO	PEMUCO	PEMUCO	XVI REGION DE ÑUBLE
53252210	2	S	2000-06-13	SUCURSAL	CAM.LOS BOQUETES SECTOR	CUEVAS	LOROS		CASAS VIEJAS	STGO	PUENTE ALTO	XIII REGION METROPOLITANA
53252340	0	S	2000-05-26	SUCURSAL	ESPERANZA LOTE A				MEDIALUNA	PTO.OCTAY	PUERTO OCTAY	X REGION LOS LAGOS
53252460	1	S	2000-05-09	SUCURSAL	EL CORAZON				PALQUIBUDIS		RAUCO	VII REGION DEL MAULE
53252480	6	N	1999-09-07	SUCURSAL	D.PORTALES	03			ROL 7/22		RAUCO	VII REGION DEL MAULE
53252860	7	S	2000-05-29	SUCURSAL	LA SEXTA PARCELA	41				LONGAVI	LONGAVI	VII REGION DEL MAULE
53253020	2	S	2007-06-27	SUCURSAL	FUNDO SAN VALENTIN	S/N				COIHUECO	COIHUECO	XVI REGION DE ÑUBLE
53253100	4	S	2000-02-17	SUCURSAL	LA HIGUERA	S/N				SAN JAVIER	SAN JAVIER	VII REGION DEL MAULE
53253150	0	S	2000-06-06	SUCURSAL	CLAUDINA URRUTIA	404				CAUQUENES	CAUQUENES	VII REGION DEL MAULE
53253180	2	S	2000-06-08	SUCURSAL	LA MANGA PARC. 20 FORESTL				LA MANGA	MELIPILLA	SAN PEDRO DE MELIPILLA	XIII REGION METROPOLITANA
53253290	6	S	2000-07-14	SUCURSAL	AVDA LA CANTERA	401				COQUIMBO	COQUIMBO	IV REGION COQUIMBO
53253340	6	S	2000-06-21	SUCURSAL	CASILLA	332			POSTAL	PUNTA ARENAS	PUNTA ARENAS	XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA
53253350	3	S	2000-07-12	SUCURSAL	HIJUELA  SAN JORGE	S/N			POCOCHAY	LA CRUZ	LA CRUZ	V REGION VALPARAISO
53253400	3	S	2000-06-27	SUCURSAL	PARCELA 12				EL PROGRESO	NOGALES	NOGALES	V REGION VALPARAISO
53253410	0	S	2000-06-27	SUCURSAL	LA PALMA	S/N			CHACALLUTA	ARICA	ARICA	XV REGION ARICA Y PARINACOTA
53253660	K	S	1999-10-26	SUCURSAL	PADRE SAMUEL JOFRE	438			CURANIPE		PELLUHUE	VII REGION DEL MAULE
53253660	K	S	1999-10-26	SUCURSAL	PREDIO EL BOLDO	S/N			CURANIPE	ROL 295-33	PELLUHUE	VII REGION DEL MAULE
53253660	K	S	1999-10-26	SUCURSAL	PREDIO EL RINCON	S/N			SECTOR CABRERIAS	ROL 267-48	CHANCO	VII REGION DEL MAULE
53253660	K	S	1999-10-26	SUCURSAL	PREDIO VILLA MARINA REY	S/N			CURANIPE	ROL 319-09	PELLUHUE	VII REGION DEL MAULE
53253680	4	S	2002-10-11	SUCURSAL	FUNDO JUNQUILLAR				1345-6	SAN CARLOS	SAN CARLOS	XVI REGION DE ÑUBLE
53253680	4	S	2002-10-11	SUCURSAL	PREDIO SAN PEDRO				ROL 527-6		CAUQUENES	VII REGION DEL MAULE
53253700	2	S	2000-09-28	SUCURSAL	CHILLEPIN  PARCELA	3			CHILLEPIN		SALAMANCA	IV REGION COQUIMBO
53253700	2	S	2004-11-05	SUCURSAL	PARCELA	56			COIRON	SALAMANCA	SALAMANCA	IV REGION COQUIMBO
53253720	7	S	2001-04-04	SUCURSAL	HIJ. EL MAITEN					LOS ANGELES	LOS ANGELES	VIII REGION DEL BIO BIO
53253990	0	S	2002-05-31	SUCURSAL	FUNDO LAS LAGUNAS	LOTE 1				STO. DOMINGO	SANTO DOMINGO	V REGION VALPARAISO
53254190	5	S	1999-09-01	SUCURSAL	GUADALAO	LT. 50			ROL # 100-72	LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254190	5	S	1999-09-01	SUCURSAL	GUADALAO	LT. 77			ROL # 100-99	LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254190	5	S	1999-09-01	SUCURSAL	GUADALAO	LT.112			ROL # 100-134	LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254190	5	S	1999-09-01	SUCURSAL	GUADALAO	LT.124			ROL # 100-146	LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254190	5	N	1999-09-01	SUCURSAL	GUADALAO	LT.156			ROL # 100-178	LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254190	5	S	1999-09-01	SUCURSAL	GUADALAO	LT.2-A			ROL # 100-24	LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254200	6	S	1999-09-01	SUCURSAL	GUADALAO	LT. 46			ROL # 100-68	LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254200	6	S	1999-09-01	SUCURSAL	GUADALAO	LT. 62			ROL # 100-84	LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254200	6	S	1999-09-01	SUCURSAL	GUADALAO	LT. 76			ROL # 100-98	LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254200	6	S	1999-09-01	SUCURSAL	GUADALAO	LT.104			ROL # 100-126	LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254200	6	S	1999-09-01	SUCURSAL	GUADALAO	LT.135			ROL # 100-157	LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254200	6	S	1999-09-01	SUCURSAL	GUADALAO	LT.154			ROL # 100-176	LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254200	6	S	1999-09-01	SUCURSAL	GUADALAO	LT.21	A		ROL # 100-43	LA ESTRELLA	LA ESTRELLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254240	5	S	1999-09-21	SUCURSAL	LA DEHESA	131				PLACILLA	PLACILLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254240	5	S	1999-09-01	SUCURSAL	LA DEHESA	S/N				PLACILLA	PLACILLA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254350	9	S	2010-08-11	SUCURSAL	SANTIAGO	664-A				VILLA ALEMANA	VILLA ALEMANA	V REGION VALPARAISO
53254350	9	S	2010-08-11	SUCURSAL	SANTIAGO	664-B				VILLA ALEMANA	VILLA ALEMANA	V REGION VALPARAISO
53254490	4	S	2000-09-15	SUCURSAL	GORBEA - LONCOCHE RUTA 5	KM 11			ROL 415-31		GORBEA	IX REGION DE LA ARAUCANIA
53254490	4	S	2000-09-15	SUCURSAL	VRTE GORBEA LONCOCHE	KM 17			ROL 424-17		LONCOCHE	IX REGION DE LA ARAUCANIA
53254610	9	S	2005-05-09	SUCURSAL	MELOZAL	S/N				SAN JAVIER	SAN JAVIER	VII REGION DEL MAULE
53254640	0	S	2006-06-08	SUCURSAL	HIJUELA LAZARETO	S/N				SANTA CRUZ	SANTA CRUZ	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53254750	4	S	2000-07-01	SUCURSAL	FUNDO SAN FRANCISCO	KM 12			CAMINO HUADABA		LOS SAUCES	IX REGION DE LA ARAUCANIA
53254850	0	S	2000-08-01	SUCURSAL	FUNDO BEATAS					FRESIA	FRESIA	X REGION LOS LAGOS
53254940	K	S	2000-12-05	SUCURSAL	PARCELA 5				CAYLLOMA	Q.TILCOCO	QUINTA TILCOCO	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53255090	4	S	2000-08-28	SUCURSAL	PARCELA 34				PROYECTO EL TRANQUE	NOGALES	NOGALES	V REGION VALPARAISO
53255410	1	S	2006-04-04	SUCURSAL	LOTE B-2-2	2			BAHIA CHILOTA	PORVENIR	PORVENIR	XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA
53255510	8	S	2000-09-01	SUCURSAL	FUNDO CARIMALLIN	S/N			ROL. 531-003	RIO  BUENO	RIO BUENO	XIV REGION DE LOS RIOS
53255510	8	S	2000-09-01	SUCURSAL	FUNDO PORVENIR	S/N			ROL. 540-291	LA UNION	LA UNION	XIV REGION DE LOS RIOS
53255510	8	S	2000-09-01	SUCURSAL	PARCELA LOS ESTEROS				ROL. 540-628	LA UNION	LA UNION	XIV REGION DE LOS RIOS
53255550	7	S	2000-09-05	SUCURSAL	COMPLEMENTO	82 LTE	A		TAHUINCO		SALAMANCA	IV REGION COQUIMBO
53255590	6	S	2000-09-07	SUCURSAL	PARC.23 COOP.EL CORAZON				PALQUIBUDI-36/195	CURICO	RAUCO	VII REGION DEL MAULE
53255870	0	S	2000-09-22	SUCURSAL	FUNDO MANGARRAL	S/N			ROL 00525-00010	LINARES	CAUQUENES	VII REGION DEL MAULE
53255870	0	S	2001-04-11	SUCURSAL	GRAJALES	3069				SANTIAGO	EST CENTRAL	XIII REGION METROPOLITANA
53255880	8	S	2000-09-22	SUCURSAL	MAICA ROL 274-53				MELOZAL SUR	SAN JAVIER	SAN JAVIER	VII REGION DEL MAULE
53255880	8	S	2000-10-25	SUCURSAL	PASO LA QUESERIAROL270-20	S/N			MELOZAL SUR	SAN JAVIER	SAN JAVIER	VII REGION DEL MAULE
53256470	0	N	2012-03-15	SUCURSAL	PARCELA	45			LA    TORINA	PICHIDEGUA	PICHIDEGUA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53256470	0	N	2012-03-14	SUCURSAL	PARCELA	45			LA   TORINA	PICHIDEGUA	PICHIDEGUA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
53256480	8	S	2000-10-19	SUCURSAL	PARC.18 PP.EL MAITEN				ROL 549/62		CURICO	VII REGION DEL MAULE
53256650	9	N	2000-10-26	SUCURSAL	EL MAITEN ROL 529/33				SECTOR SAN ANTONIO	CAUQUENES	CAUQUENES	VII REGION DEL MAULE
53256650	9	N	2000-10-26	SUCURSAL	EL QUILO ROL 493/88				SECTOR CARACOL	CAUQUENES	CAUQUENES	VII REGION DEL MAULE
